LG;MT;NEM;PROM;ICA;PTJEPOND;REM;PTEST;NP1AL;NP2AL;NP3AL;NP1CAL;NP2CAL;NP3CAL;NFAL;NFCAL;PROM.MAT;PlanEstudio;UA
729;679;659;5,009090909;740;691;683;0,76;5,1;5,7;4,2;5;3,9;4,2;4,8;4,3;4,6;COM;V
492;685;618;4,191666667;620;647;631;0,7;2,8;5,4;3,8;4,3;4,8;2,1;4;4,1;4,1;IND;S
;;;4,4;614,5;;;0,5;4,4;3,4;4,3;3,4;2,8;2,6;4,1;2,8;3,5;COM;S
669;775;581;5,783333333;820;718;584;0,84;6,7;5,7;5,8;6;5,6;4,9;6,2;5,6;5,9;IND;S
;;;4,472727273;646,4;;;0,46;4,5;3;4;3,8;4;3,1;4;4;4;COM;S
657;679;569;3,916666667;470;647;569;0,8;3,6;1,8;2,5;3,6;3,8;2,4;2,9;3,1;3;IND;S
626;685;633;4,763636364;720;667;633;0,58;5,8;4,9;3,2;4,1;5,7;5,1;4,6;4,4;4,5;COM;S
657;679;546;4,208333333;620;650;546;0,48;4,2;3,4;4,2;2,8;4,7;4;4,1;4;4,1;IND;S
616;697;622;4,627272727;656,4;669;628;0,66;6,3;5,3;4,3;6,8;4,7;4;4,4;4,9;4,7;COM;S
568;728;631;5;740;685;631;0,76;3,3;5;4;4;5,4;3,7;4,4;4,2;4,3;IND;S
598;691;633;4,691666667;670;665;633;0,78;3,8;5,6;2,9;4,8;5,3;4,1;4,6;5,1;4,9;IND;S
;;;4,918181818;730;;;0,52;6;4,5;3,4;5,4;5;4,3;5,2;5,1;5,2;COM;S
582;728;603;5,781818182;820;684;626;0,82;6,5;6,9;7;6,5;5,7;5,9;6,8;6,2;6,5;COM;S
568;691;517;4;600;641;517;0,7;;4,9;4,3;5,2;4,9;2,7;4,4;4;4,2;IND;S
669;756;752;5,95;840;737;790;0,78;5,8;6,8;4,7;5,8;5,5;5;5,7;5,5;5,6;IND;V
598;626;637;4,463636364;690;624;647;0,66;2,8;4;4,7;5,4;3,3;3,9;4;4,1;4,1;COM;V
574;737;651;4,883333333;730;691;676;0,76;5,8;5,5;5,5;5,1;5,1;3,5;5,2;4;4,6;IND;S
681;756;717;5,418181818;780;735;765;0,84;5,1;6,7;4,5;6,4;5,8;3,2;5,4;4,8;5,1;COM;S
625;685;591;4,772727273;720;659;598;0,66;4,5;5,4;4,4;5,3;5;2,6;4,2;4,1;4,2;COM;S
607;617;682;4,133333333;610;630;708;0,48;3,5;4,2;2;4,2;3,1;4,2;4,1;4,1;4,1;IND;S
626;719;616;5,445454545;780;675;616;0,76;5,6;7;7;6;4,5;4,4;6,6;4,9;5,8;COM;V
591;685;616;4,936363636;730;654;616;0,9;5,8;5,9;5,1;6,3;4,5;4;5,2;4,7;5;COM;S
607;653;637;4,581818182;634,5;652;647;0,68;4,8;5,2;3,3;4,3;4,6;2,2;4,2;3,6;3,9;COM;S
669;697;595;4,125;550;671;595;0,62;3,7;2,9;3,4;2,6;4,2;3,1;4,4;2,9;3,7;IND;S
626;712;605;5,541666667;790;679;605;0,84;5,8;5,8;6,2;6;5,3;4,7;6;5,5;5,8;IND;S
616;712;729;5,366666667;780;707;773;0,74;5,5;7;5,5;5,6;5,6;4,9;6,1;5,5;5,8;IND;S
552;673;670;4,490909091;646,4;660;707;0,64;5,2;3;2,7;3;4,8;3,6;3,2;4;3,6;COM;S
755;658;624;4,909090909;730;667;624;0,42;3,6;3,7;5,1;5,2;4,2;3;5;4,2;4,6;COM;V
636;719;686;5,6;800;702;712;0,92;6,5;4,2;5,5;5,7;5,6;6,3;5,7;5,8;5,8;COM;S
539;673;688;4,458333333;650;660;716;0,6;3,5;6;2;2,9;5,2;4,6;5;4,7;4,9;IND;S
694;704;713;5,45;790;706;733;0,92;4,4;6;3,9;5,4;5,3;4,4;5,5;4,9;5,2;IND;S
669;639;684;4,909090909;730;659;712;0,64;6,2;;6,3;5,6;4,9;3,1;4,9;4;4,5;COM;S
681;679;550;3,45;430;651;550;0,64;2,3;2,7;1,9;2,2;1,8;1,1;2,2;1,8;2;IND;S
681;756;629;5,733333333;810;716;629;0,84;6,2;6,4;5,4;6,4;5,3;5,2;6;5,6;5,8;IND;V
657;679;729;5,766666667;820;688;770;0,92;5;7;6,4;6,3;6;6,2;6,1;6,3;6,2;IND;S
607;673;515;4,74;670;628;515;0,74;4,7;3,7;4,3;3,9;4,4;4,1;4,4;4,4;4,4;IND;V
710;673;723;5,827272727;820;692;760;0,82;6,2;6,5;4,1;5,8;5,8;5,1;6,3;5,7;6;COM;S
;;;4,966666667;740;660;;0,54;4,3;4,3;3,4;3,4;4,9;4,9;4,6;4;4,3;IND;S
;;;4,472727273;624,5;629;;0,48;4,4;3,4;6,2;3,9;2,4;4,6;4;3,6;3,8;COM;S
710;648;719;5,127272727;750;683;775;0,58;3,5;6,1;4,5;4;4;4;4,7;4,2;4,5;COM;S
;;;4,318181818;604,5;604;;0,42;5,9;4,6;4,1;3,8;4;2,4;4,7;3,5;4,1;COM;V
762;651;639;5,7;810;660;646;0,76;4,8;5,9;3,7;4,7;5,1;6,3;4,9;6,3;5,6;COM;S
770;691;670;5,466666667;790;693;689;0,82;5,5;5,6;4,8;5;4,4;4,5;5,7;4,9;5,3;IND;S
669;653;672;4,7;644,5;661;687;0,58;5,4;5,6;4,8;3,8;4,3;1,9;5,2;3,5;4,4;COM;S
607;639;536;4,290909091;626,4;615;536;0,62;4,2;4,7;2,9;5,4;4,3;3,4;4;4,4;4,2;COM;V
626;685;547;5,018181818;740;652;604;0,56;6,1;4,7;5,1;5,8;4,6;4,4;4,9;4,6;4,8;COM;S
770;685;633;5,336363636;770;684;635;0,64;5,9;5,8;5,3;5,4;5,3;3,2;5,9;4,9;5,4;COM;S
568;685;708;5,466666667;780;675;729;0,82;5,3;6;4,7;5,2;5,8;3,6;5,7;5,3;5,5;IND;S
633;719;732;6,181818182;860;712;805;0,56;6,7;6,6;6,5;5,6;5,8;5,8;6,6;6;6,3;COM;S
;;;4,927272727;730;648;;0,5;5,1;5,6;4,7;5,8;5,8;4,4;4,6;5,6;5,1;COM;V
591;658;637;3,6;440;645;639;0,56;3,7;3;2,7;2,1;4,5;2,5;3,5;2,9;3,2;IND;S
636;685;610;5,154545455;760;660;611;0,8;6;5,3;4,6;5,5;5,7;5,7;5,1;5,7;5,4;COM;S
636;668;659;5,263636364;770;664;677;0,74;4,8;5,1;6,3;5,3;4,3;4,2;5,3;4,7;5;COM;S
;;;4,418181818;614,5;;;0,28;2,4;4,1;4,7;4,6;3,6;3,7;4,3;3,6;4;COM;S
625;719;585;3,941666667;530;678;585;0,74;4,3;2,5;1,8;3,6;4,7;2,5;3,3;4;3,7;IND;S
607;590;725;5,090909091;750;622;781;0,34;4,3;4,7;4;4,6;2,8;4,4;4,7;4;4,4;COM;S
646;679;754;5,175;760;689;795;0,68;6,4;5,9;5,1;4,7;6,1;3,7;5,8;4,7;5,3;IND;S
729;775;704;6,05;850;758;740;0,9;6,7;6;4,8;6,6;5,9;5,5;5,9;6,1;6;IND;V
;;;3,291666667;410;602;;0,26;2;2,8;1,2;2,1;2,6;1,7;2,2;1,9;2,1;IND;V
681;668;678;4,836363636;720;668;681;0,72;5,3;4,2;4,6;4,8;4,2;4,2;4,2;4,4;4,3;COM;S
770;704;688;4,966666667;740;708;711;0,72;5,7;4;3,4;4,7;5,4;4,4;4,5;4,5;4,5;IND;V
525;679;653;4,733333333;710;647;653;0,62;5;4;3,1;3,7;4,5;2,7;4,6;4;4,3;IND;V
636;697;629;4,627272727;700;665;637;0,64;5,6;4;3,4;5,9;3,4;4,4;4;4,5;4,3;COM;S
677;663;591;3,9;510;647;591;0,56;4,8;3;3,1;4,2;3,8;2,6;3;3;3;IND;V
591;728;608;4,409090909;570,9;677;608;0,78;4,5;3,9;5,3;4,8;3,3;3,1;4,7;3,5;4,1;COM;S
552;673;736;5,427272727;780;671;775;0,74;4,8;5,5;5,8;6;4,8;4,5;5,8;5,1;5,5;COM;S
626;673;605;4,458333333;650;655;639;0,78;3,8;3,4;2,5;5,2;4,1;2,6;4,1;4;4,1;IND;S
598;668;649;4,433333333;620;662;654;0,78;2,8;6;3,4;3,7;3,4;2,2;4;3,2;3,6;IND;S
669;663;616;2,941666667;330;659;616;0,5;3;3;;3,4;5,2;;1,9;2,6;2,3;IND;S
669;704;616;4,625;660;676;616;0,68;3,3;4,6;3,2;5,1;4,7;2,7;4;4,7;4,4;IND;S
646;691;661;5,527272727;790;680;678;0,82;7;5;4,8;6,6;4,9;5,6;6;4,8;5,4;COM;S
729;775;764;6,354545455;880;770;806;0,88;7;6,8;6,7;6,9;6,5;6,6;6,9;6,7;6,8;COM;V
560;728;690;3,916666667;470;708;738;0,68;4,1;2,5;2,3;3,7;3,6;1,9;3,2;3;3,1;IND;V
;;;5,454545455;790;651;;0,68;5,4;6,6;3,5;6,3;5,4;4,8;5;5;5;COM;S
552;712;608;5,341666667;770;670;611;0,92;5,9;7;5,9;5,4;4,7;4,1;6,4;4,9;5,7;IND;S
616;653;515;3,618181818;447,3;619;515;0,54;2,8;4,2;3,7;3,8;3,5;2,4;3;3;3;COM;V
552;691;645;5,327272727;770;662;645;0,8;4,8;5;3,7;6;4,8;4,1;4,4;5,6;5;COM;S
582;685;616;4,816666667;720;659;641;0,64;4,3;5,7;3,3;5,2;5,5;3,7;4,9;5,1;5;IND;S
;;;3,418181818;427,3;589;;0,3;2,6;1,4;;3;1,9;;1,5;1,8;1,7;COM;S
598;685;688;4,4;680;681;711;0,68;4,3;3,6;4,4;4,8;3,8;2,9;4,1;4;4,1;COM;S
;;;3,554545455;447,3;603;;0,32;2,9;4,1;2,3;3,5;2,8;2,7;3,1;2,9;3;COM;S
607;663;702;4,545454545;690;663;727;0,42;4,8;4,6;3,7;5,2;3,8;2,9;4,3;4;4,2;COM;S
598;704;505;3,716666667;510;648;505;0,64;5,2;2,8;3,7;3,1;4,5;3,4;3,4;4;3,7;IND;S
582;701;702;5,118181818;750;690;716;0,64;5,9;4,9;5,1;6,3;4,6;6,9;5;5,9;5,5;COM;S
657;639;690;4,5;624,5;654;699;0,44;6,1;5,6;4,2;3,8;3;4,1;4,7;3,5;4,1;COM;S
636;602;;4,175;540;612;;0,44;3,3;2,6;2,8;1,9;4,9;3;2,9;3;3;IND;V
598;658;635;4,733333333;710;647;698;0,68;2,7;5,7;3,7;4,8;4,1;4,2;4,8;4,2;4,5;IND;S
710;658;614;5,054545455;750;653;614;0,68;6,8;5,6;4,9;5,3;3;4,8;4,9;5,2;5,1;COM;V
681;756;645;5,809090909;820;719;660;0,86;7;6,4;5,3;5,9;5,3;6,4;6,2;5,9;6,1;COM;S
669;675;618;4,636363636;700;663;618;0,56;4,9;3,8;4,7;4,6;3,2;2,9;4,3;4,4;4,4;COM;S
574;648;715;4,963636364;740;663;757;0,64;6,1;5;5,3;5,6;3,6;3,9;5,3;4;4,7;COM;S
669;728;665;5,218181818;760;704;665;0,86;5,2;5,3;6;5,6;5,5;4,8;5,2;5,2;5,2;COM;S
770;691;738;5,963636364;840;728;776;0,82;6,7;6,7;6,8;6,8;6,2;5;6,5;6;6,3;COM;V
;;;5,9;830;;;0,82;6,1;5,7;7;5,9;6,2;5,1;6,5;5,9;6,2;COM;S
568;663;622;4,575;660;642;623;0,7;3,6;3,1;2,7;3,7;4,2;3,3;4,3;4;4,2;IND;S
710;712;622;4,009090909;487,3;679;622;0,66;5,3;3,3;2,7;5,8;3,3;2,3;3,5;3,3;3,4;COM;S
618;681;667;5,236363636;760;664;675;0,64;4,7;5,3;6;4,3;2,9;;5,7;4,6;5,2;COM;S
616;658;711;4,909090909;730;662;733;0,42;4,1;5,2;4,5;4,1;4,6;4,7;4,7;4,2;4,5;COM;V
531;728;589;4,718181818;666,4;672;589;0,88;5,3;6,9;4,2;6,6;4,6;4,8;5,4;4,7;5,1;COM;S
616;728;649;5,175;760;693;654;0,78;4,9;5,3;5,1;5,3;4,3;4,9;5,6;4,9;5,3;IND;S
625;671;599;4,75;720;653;599;0,68;5;4,8;2,7;4,3;3,4;4;4,7;4,1;4,4;IND;S
560;644;585;4,708333333;710;616;585;0,6;3,3;5,8;4,6;2;3,8;4;4,1;4;4,1;IND;V
574;635;562;4,525;630;617;562;0,58;4,5;3,4;3,7;2,8;4;2,8;4,5;2,8;3,7;IND;V
646;685;622;4,24;500;669;622;0,46;3,3;4,8;1,9;4,6;3,7;2,5;3,5;3,3;3,4;IND;V
616;663;684;4,636363636;634,5;658;703;0,6;5,6;3,9;5,5;4,9;2,8;3,6;4;3,8;3,9;COM;S
498;719;571;4,625;700;646;571;0,8;5,3;4,3;3,5;4,7;5,1;3;4,3;4,2;4,3;IND;S
;;;4,383333333;620;633;;0,52;4,5;4,7;4,4;3,6;4;3,4;4,3;3,3;3,8;IND;S
546;668;746;5,416666667;780;670;804;0,7;5,3;6,6;5,4;4,8;4,6;3,7;5,9;5,1;5,5;IND;V
;;;4,825;720;;;0,52;3,8;5,8;4,7;4,9;4,9;5;4,4;4,9;4,7;IND;S
729;639;774;5,190909091;760;681;850;0,64;6,2;4,6;5;5,5;3,8;4,9;5,4;4,7;5,1;COM;S
685;784;742;6,263636364;870;764;782;0,76;5,3;6,4;6,4;7;6,2;6,4;6,1;6,5;6,3;COM;S
616;639;631;4,1;590;643;638;0,54;4;4,4;3,4;3,2;5,2;3,2;4;3,2;3,6;IND;S
755;673;700;5,5;790;693;735;0,82;6,4;5,3;5,7;6,8;5,5;4,7;6;5,9;6;COM;S
646;775;560;4,116666667;610;704;565;0,7;4,8;4,3;4,2;4,7;3,6;3,1;4;4;4;IND;S
626;775;694;6,145454545;850;752;738;0,92;5,1;7;7;6,8;5,5;5,9;6,5;6,2;6,4;COM;S
525;663;633;3,858333333;590;641;643;0,72;2,9;4,1;2,1;4,5;4,9;3,2;4;4,3;4,2;IND;S
646;690;756;5,233333333;760;705;785;0,8;4,5;4,7;5,7;5,8;4,3;5,6;5,5;4,9;5,2;IND;S
552;653;595;4,581818182;700;631;602;0,54;4;4,3;4,6;3,3;5,1;4,4;4,1;4,6;4,4;COM;V
498;644;655;4,536363636;690;621;656;0,54;4,6;4,9;4,1;5,2;5,3;3,3;4,4;4,9;4,7;COM;S
568;663;558;4,045454545;596,4;625;558;0,6;4;5,3;2,8;5,1;3,4;3,3;4;4,1;4,1;COM;V
729;668;696;5,490909091;790;683;732;0,78;4,4;6,1;4,9;5,5;4,8;4,4;4,9;5,2;5,1;COM;V
755;775;560;4,709090909;710;706;560;0,56;3,6;6,7;3,3;5,3;4,7;3,2;4,7;4,8;4,8;COM;S
546;812;637;5,066666667;750;730;648;0,84;5,3;6,4;3,8;4,7;5,9;4,9;4,6;4,8;4,7;IND;S
582;728;601;4,881818182;730;681;604;0,6;5,1;5,1;4,4;4,6;3,9;3,9;4,7;4,1;4,4;COM;S
;;;4,909090909;730;680;;0,64;4,4;4;4,8;5,5;4,3;4;4,3;4,4;4,4;COM;S
633;741;569;4,809090909;720;687;569;0,8;4,5;6;3,4;5,1;4,6;4,7;4,5;4,3;4,4;COM;V
574;685;577;5,625;800;644;588;0,78;5,3;4,5;5,2;5,9;5,2;4,8;5,7;5,2;5,5;IND;S
669;728;711;5,481818182;790;727;744;0,72;5,9;6,2;6;4,6;4,8;4,9;5,9;4,7;5,3;COM;S
616;653;519;4,433333333;640;620;519;0,74;5,8;4,8;3;3,1;5;5;4,6;4,4;4,5;IND;V
552;622;631;3,725;450;622;657;0,64;3,7;2,4;2,1;3,4;3,6;3,4;3;3,1;3,1;IND;V
574;635;614;4,118181818;584,5;618;614;0,62;3,4;5,2;4,3;4,6;1,8;3,8;4,1;3,5;3,8;COM;V
616;697;519;4,5;646,4;642;519;0,66;5,7;4,7;5,2;5,9;3,1;4,4;5;4,5;4,8;COM;V
681;622;544;4,009090909;530,9;618;544;0,78;3,2;4;3,8;2,6;2,8;3;3,8;3,3;3,6;COM;V
657;685;732;5,954545455;840;697;753;0,84;7;6,6;6,9;6,6;6,8;5,8;6,6;6,5;6,6;COM;S
591;648;715;4,841666667;680;661;744;0,72;4,3;4,7;4;5,2;4,8;4,4;4,6;5,5;5,1;IND;S
616;719;723;5,618181818;800;706;751;0,52;5,7;6,1;5,3;5,6;5,8;5,1;6;5,8;5,9;COM;V
677;685;614;4,666666667;710;669;614;0,54;3,5;4,3;1,6;4,3;4,7;3;4,2;4;4,1;IND;V
582;653;603;5,318181818;770;640;603;0,68;5,8;6,5;5,5;5,6;5;4,4;5,8;4,9;5,4;COM;S
531;679;674;4,890909091;730;654;681;0,74;5,6;6,1;4,6;4,8;4,3;3,2;5;4,4;4,7;COM;S
607;679;727;5,791666667;820;688;814;0,72;6;7;5,6;5,5;5;4,5;6,4;5,5;6;IND;S
669;812;756;5,891666667;830;785;807;0,9;5,8;6,6;6,6;6;5,8;4,2;6,2;5,9;6,1;IND;V
591;668;665;4,563636364;700;658;673;0,74;5;5,1;3,9;5,4;4,3;3,6;4,3;4;4,2;COM;S
525;658;698;5,427272727;780;644;713;0,78;5;5,1;6,4;4,9;6,1;4,9;5,9;5,3;5,6;COM;V
636;639;670;4,608333333;700;643;702;0,58;3,8;2,2;4,4;5;4,5;5;4,1;4,8;4,5;IND;V
598;644;538;3,591666667;480;615;538;0,72;5;3,6;4;2,3;3,5;3,1;1,9;3;2,5;IND;S
657;712;573;4,509090909;690;673;573;0,88;7;3,8;2;6,3;3,5;3,6;4,1;4,2;4,2;COM;S
594;671;443;4,09;550;612;443;0,6;4,2;4,7;2,6;2,7;3,7;3;4;2,9;3,5;IND;V
681;697;633;6,145454545;850;683;637;0,68;7;7;5,8;5,9;5,8;6,3;6,5;6;6,3;COM;S
594;617;676;4,083333333;530;634;702;0,36;2,8;2;2,3;4;3,4;3,2;2,9;3,7;3,3;IND;V
582;635;626;3,8;510,9;622;626;0,56;3,6;5,6;1,5;2,2;2,8;2,1;4,1;2,6;3,4;COM;S
657;685;672;3,533333333;450;677;688;0,74;4,5;4,7;4;1,8;3,7;3;4,1;2,5;3,3;IND;S
657;697;633;5,233333333;760;670;659;0,72;4,5;4;5,2;5;4,3;4;5,9;4,5;5,2;IND;S
;;;6,009090909;840;;;0,72;6,4;5,8;5,7;7;6,2;6,4;5,9;6,5;6,2;COM;S
626;712;575;4,05;550;670;575;0,82;4,8;3,4;2,2;4,8;4,5;2,5;3,2;4;3,6;IND;S
694;685;659;4,618181818;700;677;677;0,74;4,3;3,8;4,1;4,7;3,5;4,3;4,2;4,2;4,2;COM;S
669;737;608;5,463636364;790;704;608;0,92;6,7;5,3;4,7;6,4;5,2;6,9;5,9;5,9;5,9;COM;S
626;704;616;6,027272727;840;679;651;0,68;6,9;6,6;6,5;6,6;6;6,2;6,4;6,1;6,3;COM;S
568;697;629;4,291666667;630;665;629;0,76;4,2;3,8;5,1;2,8;4,6;3,7;4,3;4;4,2;IND;S
582;658;554;3,781818182;576,4;617;554;0,54;3,3;3,4;4,1;5,2;4;2,3;4;4;4;COM;S
546;648;614;4,833333333;720;628;617;0,48;5;3,6;3,5;4,4;4,3;2,5;4,1;4,3;4,2;IND;V
;;;4,145454545;540,9;;;0,52;3,4;5,1;3,7;3,7;4,2;3,8;4;3,6;3,8;COM;V
636;630;756;4,845454545;654,5;661;846;0,58;3,9;4,5;5,2;3,8;2,7;2,1;4,7;3,3;4;COM;S
591;617;748;4,425;680;646;787;0,62;2,7;3,7;5;4;5,4;3,9;4,6;4,1;4,4;IND;S
498;644;754;3,616666667;500;650;847;0,6;3,7;3,8;2,4;1,9;5,8;3,7;3;4;3,5;IND;S
607;635;571;3,790909091;532,7;614;572;0,42;3,6;2;1,7;2,7;2,9;4,3;2,1;4,1;3,1;COM;V
582;673;608;4,4;636,4;640;;0,6;3,8;4,6;2,9;4,7;3,7;2,5;4,1;4;4,1;COM;S
598;668;534;5,5;790;633;534;0,76;5,1;7;5,8;6,1;5,5;6,1;6,2;5,7;6;COM;V
598;630;647;4,33;570;631;657;0,68;2,7;4,2;3,1;3,6;4,4;2,5;4;3,3;3,7;IND;V
582;679;670;5,075;750;669;684;0,66;5,2;5,8;5,2;5,3;5,4;4,8;5,3;4,6;5;IND;S
;;;3,372727273;427,3;;;0,6;3,9;2,3;3,1;3,1;2,8;1,9;2,8;2,3;2,6;COM;V
613;671;637;4,672727273;710;656;656;0,5;4;5,7;3,6;5,5;3,4;3,6;4,2;4,4;4,3;COM;S
729;704;564;4,95;740;672;564;0,68;4,8;4,7;3,2;4,4;4,4;3,2;4,4;5;4,7;IND;S
591;756;610;5,5;790;709;651;0,84;5,8;6,6;4;5,7;5,8;5,1;5,5;5,5;5,5;IND;S
616;728;655;4,983333333;740;698;684;0,68;5,3;5,2;4,3;5,3;4,7;4;4,4;4,4;4,4;IND;V
560;679;715;4,818181818;720;670;727;0,78;5,4;5,4;5,6;5,4;3,8;5,7;4,3;4,6;4,5;COM;S
616;756;631;5,318181818;770;711;631;0,88;6,5;6,3;5,1;5,3;4,7;5,5;6,1;5,1;5,6;COM;S
560;648;558;3,41;420;616;558;0,48;4,3;2,1;2;2,9;;1,8;2,6;1,9;2,3;IND;V
;;;4,858333333;730;606;;0,52;4,8;4,3;4,4;2;4,2;3;4,5;4;4,3;IND;V
560;630;589;4,154545455;572,7;618;589;0,36;4,5;3;2;3,3;2,7;4,1;2,9;4,1;3,5;COM;V
606;656;;5,1;750;641;;0,78;3,7;4,9;5,2;;;;4,7;;4,7;IND;S
546;685;595;4,190909091;660;643;602;0,54;2,7;5,4;4,6;4,8;4,9;3,1;4;4,3;4,2;COM;V
626;673;540;2,833333333;360;640;540;0,64;;3;1,5;2;3,9;1,6;1,9;2,3;2,1;IND;S
729;704;700;4,841666667;720;706;713;0,82;5,2;4,3;4,7;4,6;5,2;2,8;4,7;4;4,4;IND;V
;;;4,654545455;710;604;;0,54;4,1;5,3;4;4;3,1;4,7;4,2;4;4,1;COM;S
694;728;746;5,441666667;780;730;788;0,88;5,7;5,2;3,5;5;5,1;4;5,4;5,1;5,3;IND;S
;;;4,3;560,9;594;;0,48;3,3;4;3;4,4;4,1;2,1;3,5;3,5;3,5;COM;S
;;;4,318181818;560,9;633;;0,58;;3,4;3,8;3,8;3,2;2,4;2,9;3,5;3,2;COM;S
646;653;550;4,1;540,9;630;550;0,58;4,1;4;3,5;2,6;3,5;4,4;4;3,5;3,8;COM;V
636;635;684;4,733333333;650;654;737;0,64;3,3;4,8;4,7;3,6;3,3;3,7;4,6;3,6;4,1;IND;S
531;697;647;4,758333333;720;668;669;0,78;4,7;2,8;3,3;4,2;5;4,2;4,2;4,3;4,3;IND;S
646;704;626;4,4;570,9;680;641;0,82;5,2;6;3,2;5,3;4,2;1,5;4,7;3,4;4,1;COM;S
574;673;593;4,62;700;646;631;0,46;5;4,1;3,2;5,3;4,3;3,1;4,2;4;4,1;IND;V
729;685;727;5,745454545;810;700;763;0,8;5,4;6,5;5,4;5,8;5,8;5,7;6;5,8;5,9;COM;S
626;633;558;3,581818182;490,9;614;;;3,1;3,2;2;2,8;4,3;;2,2;2,2;2,2;COM;V
704;613;622;4,718181818;644,5;628;622;;4,5;5,2;4,8;4,5;2,8;3;4,7;3,5;4,1;COM;S
;;;3,809090909;510,9;;;;3;3,9;1,6;2,8;2,3;4,1;2,6;2,9;2,8;COM;V
625;663;680;5,118181818;750;667;710;;4,3;6,8;5,3;6,3;4,8;4;5;5,7;5,4;COM;V
;;;4,133333333;550;;;;3;4,1;3,9;4,8;4,4;2,2;3,6;4;3,8;IND;V
;;;5,1;750;;;;5,2;4,3;4,7;4,3;4;3,5;4,5;4,1;4,3;COM;S
613;690;684;4,818181818;720;670;698;;4;5,9;4,8;4,3;4,8;2,8;4,6;4,6;4,6;COM;S
